,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
36,Amagami SS+ Plus,TV,13,Finished Airing,"Jan 6, 2012 to Mar 30, 2012",-,"<a href=""https://myanimelist.net/anime/season/2012/winter"">Winter 2012</a>",Unknown,"TBS,Sentai Filmworks",Sentai Filmworks,AIC,Visual novel,"Slice of Life,Comedy,Romance,School",24 min. per ep.,PG-13 - Teens 13 or older,7.52,1637,"109,543",299,"In the aftermath of <i>Amagami SS</i>, high school student Junichi Tachibana continues his relationships with the girls at his school. <i>Amagami SS+ Plus</i> offers a glimpse into what happened after the resolution of each girl's individual story. New events begin to take place between each of the girls and Junichi. Tsukasa Ayatsuji, the class representative, runs for student council president; Rihoko Sakurai, who has taken over the Tea Club with Junichi, still wants to confess her feelings to him; Ai Nanasaki questions the future of her relationship with Junichi when he leaves for college; Kaoru Tanamachi wonders if her relationship with Junichi will ever go any further; Sae Nakata and Junichi deal with classmates who still can't believe that someone so cute is his girlfriend; and Haruka Morishima wants to take their relationship to the next level and get married.[Written by MAL Rewrite]"
37,Ani ni Tsukeru Kusuri wa Nai! 3,TV,Unknown,Currently Airing,"Oct 7, 2019 to ?",-,"<a href=""https://myanimelist.net/anime/season/2019/fall"">Fall 2019</a>",Mondays at Unknown,-,add some,-,Web manga,"Slice of Life,Comedy,School",3 min.,PG-13 - Teens 13 or older,7.52,1638,"7,816",12,Third season of <i>Ani ni Tsukeru Kusuri wa Nai!</i>.
38,Be-Bop Highschool,OVA,7,Finished Airing,"Jan 26, 1990 to Oct, 1998",-,-,-,,add some,Toei Animation,Manga,"Comedy,School,Seinen",50 min. per ep.,R - 17+ (violence & profanity),7.52,1639,"3,287",26,"For the invincible and basically happy punk lads Hiroshi and Toru, what they care about every day is to get a lot of attention from girls and to win the fights against the lads from other schools. Whenever provoked, they just go out fighting and settle the situation no matter what it costs.<br/>
<br/>
(Source: AniDB)"
39,Boku wa Tomodachi ga Sukunai Next,TV,12,Finished Airing,"Jan 11, 2013 to Mar 29, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/winter"">Winter 2013</a>",Unknown,"Media Factory,TBS,Magic Capsule,Good Smile Company,Funimation",Funimation,AIC Build,Light novel,"Harem,Slice of Life,Comedy,Romance,School",24 min. per ep.,R+ - Mild Nudity,7.52,1640,"346,859","1,085","The Neighbor's Club—a club founded for the purpose of making friends, where misfortunate boys and girls with few friends live out their regrettable lives.Although Yozora Mikazuki faced a certain incident at the end of summer, the daily life of the Neighbor's Club goes on as usual. A strange nun, members of the student council and other new faces make an appearance, causing Kodaka Hasegawa's life to grow even busier.While they all enjoy going to the amusement park, playing games, celebrating birthdays, and challenging the ""school festival""—a symbol of the school life normal people live—the relations amongst the members slowly begins to change...Let the next stage begin, on this unfortunate coming-of-age love comedy!!(Source: ANN)"
40,Carnival Phantasm EX Season,OVA,1,Finished Airing,"Nov 26, 2011",-,-,-,Notes,add some,Lerche,Unknown,"Comedy,Supernatural",20 min.,PG-13 - Teens 13 or older,7.52,1641,"34,061",10,"A DVD-only episode bundled with the special edition Take Moon volume. <br/>
<br/>
Caren Ortensia attempts to control the world using money with varying degrees of success, Phantas-Moon receives a movie adaption of her T.V. show, and Shiki is involved in a love plot that spans years.   <br/>
<br/>
(Source: Wikipedia)"
41,City Hunter: Ai to Shukumei no Magnum,Movie,1,Finished Airing,"Jun 17, 1989",-,-,-,"Discotek Media,Sunrise",Discotek Media,Production Reed,Manga,"Action,Comedy,Mystery,Shounen",1 hr. 27 min.,PG-13 - Teens 13 or older,7.52,1642,"4,982",5,"A beautiful pianist comes to Tokyo for a charity concert, and City Hunter is there. But music isn`t his forte; he wants lessons in the language of love. Desperation becomes the word of the day as the bodies start dropping. A foreign dignitary is assassinated in cold blood. Secret agents scour the streets for a missing microchip. Diplomatic infighting swirls around the upcoming concert, and City Hunter is the only hope! (Source: AnimeNfo)"
42,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Special,1,Finished Airing,"Apr 23, 1999",-,-,-,,add some,Sunrise,Unknown,Shounen,1 hr. 31 min.,PG-13 - Teens 13 or older,7.52,1643,"3,645",8,"City Hunter, Saeba Ryo, after months of idleness, finally scores a client and it is none other than the beautiful Mega City TV newscaster, Sayaka, who fears for her life. What's more, the enemy are her employers who are ready to resort to any means necessary to kill her. Ryo takes on the might of a TV station in a bid to save Sayaka, but finds that all is not what it seems..."
43,City Hunter: The Secret Service,Special,1,Finished Airing,"Jan 5, 1996",-,-,-,Discotek Media,Discotek Media,Sunrise,Manga,"Action,Comedy,Mystery,Shounen",1 hr. 30 min.,PG-13 - Teens 13 or older,7.52,1644,"4,711",1,"James McGuire has a dream. He wants to become the president of Guinam and free his people from the military rulers who have been in power up until now. However, one thing stands in McGuire's way: his past. And it's beginning to catch up with him, endangering not only his career, but the life of his long lost daughter. McGuire hires the City Hunter, Ryo Saeba and his partner Kaori to protect his daughter Anna, who herself is a Secret Service agent assigned to bodyguard the presidential hopeful."
44,Comic Girls,TV,12,Finished Airing,"Apr 5, 2018 to Jun 21, 2018",-,"<a href=""https://myanimelist.net/anime/season/2018/spring"">Spring 2018</a>",Thursdays at 23:00 (JST),"Houbunsha,Kansai Telecasting,BS11,My Theater D.D.",add some,Nexus,4-koma manga,"Slice of Life,Comedy",23 min. per ep.,PG-13 - Teens 13 or older,7.52,1645,"88,009",460,"Kaoruko ""Chaos"" Moeta is a young manga artist who is down on her luck. She wants to draw manga about high school girls, but her storyboards are bland, her art uninspired, and her premises weak. Her concerned, exasperated editor comes up with an idea: push Chaos to be more social. So, by her recommendation, Chaos moves into a dormitory for female manga artists. She soon meets the other residents: Tsubasa Katsuki, a shounen manga artist; Ruki Irokawa, who draws erotic manga popular with women; and Koyume Koizuka, a shoujo artist who, like Chaos, has yet to be serialized. Quickly striking up a friendship with these girls, Chaos finds new inspiration for her manga and continues to grow her creativity.<br/>
<br/>
<i>Comic Girls</i> is a showcase of the daily lives of these manga artists. Will Chaos finally be able to make her debut and become serialized? None of the girls know, but they will all do their best to help each other become the best artists they can be.[Written by MAL Rewrite]"
45,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,OVA,1,Finished Airing,"Apr 18, 2009",-,-,-,,add some,TMS Entertainment,Unknown,"Mystery,Shounen",20 min.,PG-13 - Teens 13 or older,7.52,1646,"9,422",24,Another Shinichi and Ran pre-story.
46,Doupo Cangqiong Specials,ONA,2,Finished Airing,"Sep 30, 2017 to Oct 7, 2017",-,-,-,"Tencent Penguin Pictures,China Literature Limited",add some,Shanghai Motion Magic,Novel,"Action,Adventure,Demons,Fantasy",25 min. per ep.,PG-13 - Teens 13 or older,7.53,1647,"1,328",8,"In a land where no magic is present. A land where the strong make the rules and weak have to obey. A land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Three years ago, Xiao Yan, who had shown talents none had seen in decades, suddenly lost everything. His powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up?(Source: wuxiaworld.com)"
47,Dragon Ball Z Movie 14: Kami to Kami,Movie,1,Finished Airing,"Mar 30, 2013",-,-,-,Funimation,Funimation,Toei Animation,Manga,"Action,Adventure,Fantasy,Martial Arts,Shounen,Super Power",1 hr. 25 min.,PG-13 - Teens 13 or older,7.52,1648,"119,895",184,"<i>Dragon Ball Z Movie 14: Kami to Kami</i> brings Gokuu, Vegeta, Piccolo and your other favorite characters back for a new revitalization of the Dragon Ball universe. Enter Beerus, the God of Destruction. Having awoken from his slumber, Beerus seeks to find an opponent worthy of challenging his power. After being shocked to learn that Frieza has been defeated by a Saiyan, Beerus sets out to analyze the legend of the Super Saiyan God in order to find his ultimate opponent. His destination: Earth, home to the few survivors of the Saiyan race. And if a Super Saiyan God is not there, the Earth's destruction will just have to do as entertainment.How will Gokuu and friends fare against a god that is even feared among the other gods?"
48,Hokuto no Ken Zero: Kenshirou Den,Movie,1,Finished Airing,"Oct 11, 2008",-,-,-,,add some,TMS Entertainment,Unknown,Martial Arts,1 hr. 30 min.,R - 17+ (violence & profanity),7.52,1649,"7,402",16,Last of the Shin Kyuuseishu Densetsu pentalogy. A prequel set between Kenshiro's defeat at the hands of Shin and the beginning of the manga. (Source: Wikipedia)
49,Huyao Xiao Hongniang: Zhu Ye,ONA,12,Finished Airing,"Mar 1, 2019 to May 10, 2019",-,-,-,"Tencent Animation &amp; Comics,Tencent Penguin Pictures",add some,Haoliners Animation League,Manga,"Comedy,Historical,Supernatural,Drama,Romance",19 min. per ep.,PG-13 - Teens 13 or older,7.51,1650,"2,118",11,The 7th season of Huyao Xiao Hongniang.
50,Joshiraku,TV,13,Finished Airing,"Jul 6, 2012 to Sep 28, 2012",-,"<a href=""https://myanimelist.net/anime/season/2012/summer"">Summer 2012</a>",Unknown,"Starchild Records,Mainichi Broadcasting System,Kodansha,KlockWorx",add some,J.C.Staff,Manga,"Slice of Life,Comedy,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.52,1651,"81,009",371,"<i>Joshiraku</i> follows the conversations of five rakugo storyteller girls relating the odd things that happen to them each day. Their comedic and satirical chatting covers all kinds of topics, from pointless observations of everyday life, to politics, manga, and more. Each girl has something new to add to the discussion, and the discourse never ends in the same place it began.Each of the rakugo girls has their own unique personality, with the energetic but immature Marii Buratei; the seemingly cute Kigurumi Haroukitei; the inherently lucky and carefree Tetora Bouhatei; the calm and violent Gankyou Kuurubiyuutei; and the pessimistic and unstable Kukuru Anrakutei. These girls—and their mysterious friend in a wrestling mask—give their observations to the audience, either backstage at the rakugo theater or in various famous locations around Tokyo.[Written by MAL Rewrite]"
51,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,Special,1,Finished Airing,"Sep 28, 2013",-,-,-,Aniplex of America,Aniplex of America,ufotable,Manga,"Drama,Mystery,Seinen,Supernatural",32 min.,R - 17+ (violence & profanity),7.52,1652,"27,289",23,"Mikiya Kokutou gives Shiki Ryougi a cat to watch, as he will be away for a little while. Though Shiki protests, he leaves the cat anyway, and Shiki is stuck trying to understand her new feline companion. But as luck would have it, the cat seems to have taken a liking to Mikiya and misses him.Later in another part of the city, Ririsu Miyazuki visits the place where her dear friend committed suicide. She intends to end her life as well, but she meets Fujino Asagami, a blind classmate with a traumatic past. Though the two girls don't have much in common, Asagami reminds Miyazuki of her lost friend and helps her understand her pain.Two months later, Mikiya elects to celebrate New Year's with Shiki instead of his family, which makes his sister Azaka very upset, leading to her spending the holiday with her school friends. As the snow begins to fall, Mikiya reflects on what he wishes for most of all: that Shiki's life be filled with happiness.[Written by MAL Rewrite]"
52,Karakai Jouzu no Takagi-san OVA,OVA,1,Finished Airing,"Jul 12, 2018",-,-,-,,add some,Shin-Ei Animation,Manga,"Comedy,Romance,School,Shounen,Slice of Life",23 min.,PG-13 - Teens 13 or older,7.52,1653,"37,620",94,Special episode bundled with the 9th volume of the manga based on Chapter 57-59.
53,Koi ni Naritai Aquarium,Lantis,1,Finished Airing,"Apr 27, 2016",-,-,-,Lantis,add some,Sunrise,Music,Music,7 min.,PG-13 - Teens 13 or older,7.52,1654,"5,807",25,Music video included with the second single for the <i>Love Live! Sunshine!!</i> anime idol group Aqours.
